individual_id,group_id,group_name,year,age,sex,dominance_rank,forage_pct,rest_pct,social_pct,travel_pct,body_condition_score,group_size,n_silverbacks,multi_male_group,habitat_quality,survived_next_year,annual_rainfall_mm,lagged_rainfall_mm
401,10,Ugenda,2021,0,M,3,37.0,24.2,7.0,31.8,2.71,10,3,1,2.82,1,1036.5,1081.6
402,10,Ugenda,2021,0,M,6,41.5,40.0,15.8,2.7,2.8,10,3,1,2.82,1,1036.5,1081.6
403,10,Ugenda,2021,0,M,7,50.6,24.4,20.3,4.7,3.27,10,3,1,2.82,1,1036.5,1081.6
384,10,Ugenda,2022,30,M,1,44.5,40.6,13.7,1.2,3.43,8,3,1,2.82,1,993.1,1036.5
385,10,Ugenda,2022,27,F,3,66.1,31.6,17.0,0.0,2.44,8,3,1,2.82,1,993.1,1036.5
386,10,Ugenda,2022,12,F,3,52.7,41.5,23.7,0.0,3.3,8,3,1,2.82,1,993.1,1036.5
387,10,Ugenda,2022,13,F,2,32.5,41.1,19.5,6.9,2.31,8,3,1,2.82,1,993.1,1036.5
388,10,Ugenda,2022,15,F,3,48.0,28.9,14.2,8.9,2.82,8,3,1,2.82,1,993.1,1036.5
390,10,Ugenda,2022,9,M,6,52.3,32.1,10.5,5.1,3.82,8,3,1,2.82,1,993.1,1036.5
392,10,Ugenda,2022,8,F,3,36.4,43.1,11.0,9.5,3.3,8,3,1,2.82,1,993.1,1036.5
393,10,Ugenda,2022,6,F,2,41.3,34.9,10.7,13.1,2.85,8,3,1,2.82,1,993.1,1036.5
394,10,Ugenda,2022,5,F,4,39.5,24.7,12.4,23.4,2.57,8,3,1,2.82,1,993.1,1036.5
395,10,Ugenda,2022,4,F,4,42.4,36.3,14.0,7.3,3.38,8,3,1,2.82,1,993.1,1036.5
396,10,Ugenda,2022,4,F,2,37.9,19.6,18.1,24.4,2.16,8,3,1,2.82,1,993.1,1036.5
397,10,Ugenda,2022,3,M,5,44.7,32.3,12.6,10.4,2.33,8,3,1,2.82,1,993.1,1036.5
401,10,Ugenda,2022,1,M,3,53.2,31.8,9.6,5.4,2.75,8,3,1,2.82,1,993.1,1036.5
402,10,Ugenda,2022,1,M,3,45.0,30.1,6.3,18.6,3.72,8,3,1,2.82,1,993.1,1036.5
403,10,Ugenda,2022,1,M,5,45.1,25.5,14.8,14.6,3.04,8,3,1,2.82,1,993.1,1036.5
404,10,Ugenda,2022,0,F,2,45.7,29.2,6.2,18.9,2.61,8,3,1,2.82,1,993.1,1036.5
405,10,Ugenda,2022,0,F,4,40.7,40.1,11.7,7.5,3.19,8,3,1,2.82,1,993.1,1036.5
406,10,Ugenda,2022,0,F,2,36.8,26.5,16.5,20.2,2.9,8,3,1,2.82,1,993.1,1036.5
407,10,Ugenda,2022,0,F,2,39.6,37.8,14.2,8.4,2.75,8,3,1,2.82,1,993.1,1036.5
384,10,Ugenda,2023,31,M,1,45.9,33.0,16.4,4.7,3.16,6,3,1,2.82,0,1213.5,993.1
385,10,Ugenda,2023,28,F,2,43.8,23.2,14.8,18.2,2.78,6,3,1,2.82,0,1213.5,993.1
386,10,Ugenda,2023,13,F,2,48.5,30.8,17.0,3.7,2.65,6,3,1,2.82,1,1213.5,993.1
387,10,Ugenda,2023,14,F,2,43.6,22.1,16.7,17.6,4.27,6,3,1,2.82,1,1213.5,993.1
388,10,Ugenda,2023,16,F,1,41.7,38.0,12.2,8.1,3.12,6,3,1,2.82,1,1213.5,993.1
390,10,Ugenda,2023,10,M,6,46.8,32.8,15.8,4.6,2.49,6,3,1,2.82,1,1213.5,993.1
392,10,Ugenda,2023,9,F,2,57.1,29.8,4.0,9.1,3.23,6,3,1,2.82,1,1213.5,993.1
393,10,Ugenda,2023,7,F,2,48.1,23.8,21.5,6.6,4.01,6,3,1,2.82,1,1213.5,993.1
394,10,Ugenda,2023,6,F,1,36.0,25.9,12.2,25.9,2.91,6,3,1,2.82,1,1213.5,993.1
395,10,Ugenda,2023,5,F,1,28.0,29.8,19.3,22.9,3.09,6,3,1,2.82,1,1213.5,993.1
396,10,Ugenda,2023,5,F,1,50.8,35.1,14.3,0.0,3.12,6,3,1,2.82,1,1213.5,993.1
397,10,Ugenda,2023,4,M,5,35.8,29.4,18.9,15.9,3.56,6,3,1,2.82,1,1213.5,993.1
401,10,Ugenda,2023,2,M,3,42.7,21.2,15.0,21.1,3.08,6,3,1,2.82,1,1213.5,993.1
402,10,Ugenda,2023,2,M,6,44.8,31.0,13.6,10.6,2.77,6,3,1,2.82,1,1213.5,993.1
403,10,Ugenda,2023,2,M,6,36.3,32.9,17.0,13.8,2.78,6,3,1,2.82,1,1213.5,993.1
404,10,Ugenda,2023,1,F,2,43.6,24.1,17.0,15.3,2.73,6,3,1,2.82,1,1213.5,993.1
405,10,Ugenda,2023,1,F,1,36.6,20.9,17.8,24.7,3.32,6,3,1,2.82,1,1213.5,993.1
406,10,Ugenda,2023,1,F,1,46.1,32.2,12.6,9.1,1.72,6,3,1,2.82,1,1213.5,993.1
407,10,Ugenda,2023,1,F,2,42.6,28.0,15.6,13.8,3.32,6,3,1,2.82,1,1213.5,993.1
408,10,Ugenda,2023,0,M,5,36.3,25.9,15.9,21.9,2.71,6,3,1,2.82,1,1213.5,993.1
409,10,Ugenda,2023,0,M,6,31.1,13.1,18.3,37.5,2.98,6,3,1,2.82,1,1213.5,993.1
410,10,Ugenda,2023,0,M,7,51.2,23.5,13.7,11.6,3.52,6,3,1,2.82,0,1213.5,993.1
411,11,Pablo,2010,5,M,5,40.5,22.9,17.3,19.3,3.15,11,2,1,3.77,1,1086.3,1086.3
412,11,Pablo,2010,6,F,3,49.8,37.8,11.3,1.1,2.43,11,2,1,3.77,1,1086.3,1086.3
413,11,Pablo,2010,4,F,2,36.6,30.6,13.4,19.4,3.31,11,2,1,3.77,1,1086.3,1086.3
414,11,Pablo,2010,6,F,4,38.2,37.4,21.2,3.2,3.44,11,2,1,3.77,1,1086.3,1086.3
415,11,Pablo,2010,10,F,5,40.4,38.1,14.0,7.5,3.01,11,2,1,3.77,1,1086.3,1086.3
416,11,Pablo,2010,4,F,3,49.1,33.6,19.6,0.0,3.58,11,2,1,3.77,1,1086.3,1086.3
417,11,Pablo,2010,15,F,4,51.4,27.6,21.4,0.0,3.49,11,2,1,3.77,1,1086.3,1086.3
418,11,Pablo,2010,25,M,1,53.9,23.2,13.8,9.1,3.84,11,2,1,3.77,1,1086.3,1086.3
419,11,Pablo,2010,7,F,4,47.6,32.0,10.3,10.1,2.67,11,2,1,3.77,1,1086.3,1086.3
420,11,Pablo,2010,8,M,3,58.8,39.7,13.5,0.0,3.15,11,2,1,3.77,1,1086.3,1086.3
421,11,Pablo,2010,7,M,4,45.8,21.9,12.8,19.5,3.29,11,2,1,3.77,1,1086.3,1086.3
411,11,Pablo,2011,6,M,5,41.0,37.0,20.5,1.5,3.32,11,2,1,3.77,1,1109.2,1086.3
412,11,Pablo,2011,7,F,4,38.3,29.0,12.0,20.7,2.45,11,2,1,3.77,1,1109.2,1086.3
413,11,Pablo,2011,5,F,3,32.8,24.9,9.9,32.4,2.9,11,2,1,3.77,1,1109.2,1086.3
414,11,Pablo,2011,7,F,1,57.3,35.9,18.9,0.0,3.09,11,2,1,3.77,1,1109.2,1086.3
415,11,Pablo,2011,11,F,5,38.3,27.9,8.3,25.5,3.82,11,2,1,3.77,1,1109.2,1086.3
416,11,Pablo,2011,5,F,1,41.6,33.0,17.3,8.1,3.0,11,2,1,3.77,1,1109.2,1086.3
417,11,Pablo,2011,16,F,5,48.5,31.2,11.8,8.5,2.99,11,2,1,3.77,1,1109.2,1086.3
418,11,Pablo,2011,26,M,2,38.6,33.3,15.0,13.1,3.02,11,2,1,3.77,1,1109.2,1086.3
419,11,Pablo,2011,8,F,4,35.2,25.2,15.7,23.9,2.48,11,2,1,3.77,1,1109.2,1086.3
420,11,Pablo,2011,9,M,3,78.2,25.1,14.4,0.0,3.97,11,2,1,3.77,1,1109.2,1086.3
421,11,Pablo,2011,8,M,4,52.7,34.7,13.0,0.0,3.53,11,2,1,3.77,1,1109.2,1086.3
422,11,Pablo,2011,0,M,7,44.7,29.5,7.5,18.3,3.94,11,2,1,3.77,1,1109.2,1086.3
411,11,Pablo,2012,7,M,5,47.5,39.4,17.8,0.0,3.74,11,2,1,3.77,1,1055.0,1109.2
412,11,Pablo,2012,8,F,1,29.4,24.0,6.6,40.0,2.36,11,2,1,3.77,1,1055.0,1109.2
413,11,Pablo,2012,6,F,5,40.4,42.3,9.6,7.7,3.52,11,2,1,3.77,1,1055.0,1109.2
414,11,Pablo,2012,8,F,1,43.1,37.8,7.6,11.5,3.29,11,2,1,3.77,1,1055.0,1109.2
415,11,Pablo,2012,12,F,2,30.4,31.7,9.9,28.0,3.6,11,2,1,3.77,1,1055.0,1109.2
416,11,Pablo,2012,6,F,4,45.1,30.4,20.1,4.4,2.82,11,2,1,3.77,1,1055.0,1109.2
417,11,Pablo,2012,17,F,1,34.5,25.2,8.7,31.6,3.75,11,2,1,3.77,1,1055.0,1109.2
418,11,Pablo,2012,27,M,2,52.8,27.9,12.2,7.1,3.24,11,2,1,3.77,1,1055.0,1109.2
419,11,Pablo,2012,9,F,1,29.5,23.2,17.6,29.7,2.51,11,2,1,3.77,1,1055.0,1109.2
420,11,Pablo,2012,10,M,4,51.9,30.9,13.4,3.8,3.7,11,2,1,3.77,1,1055.0,1109.2
421,11,Pablo,2012,9,M,3,50.5,39.8,10.5,0.0,3.83,11,2,1,3.77,1,1055.0,1109.2
422,11,Pablo,2012,1,M,4,39.0,35.0,13.1,12.9,2.6,11,2,1,3.77,1,1055.0,1109.2
423,11,Pablo,2012,0,F,2,52.7,36.4,12.3,0.0,2.33,11,2,1,3.77,1,1055.0,1109.2
424,11,Pablo,2012,0,F,4,37.0,28.3,13.5,21.2,2.79,11,2,1,3.77,1,1055.0,1109.2
425,11,Pablo,2012,0,M,4,46.1,27.5,17.4,9.0,3.22,11,2,1,3.77,1,1055.0,1109.2
411,11,Pablo,2013,8,M,5,22.4,33.4,12.0,32.2,2.75,12,2,1,3.77,1,1006.9,1055.0
412,11,Pablo,2013,9,F,5,30.8,30.6,12.3,26.3,2.56,12,2,1,3.77,1,1006.9,1055.0
413,11,Pablo,2013,7,F,3,42.0,31.0,18.5,8.5,3.52,12,2,1,3.77,1,1006.9,1055.0
414,11,Pablo,2013,9,F,5,32.5,26.3,22.3,18.9,3.01,12,2,1,3.77,1,1006.9,1055.0
415,11,Pablo,2013,13,F,3,49.2,30.0,14.8,6.0,2.69,12,2,1,3.77,1,1006.9,1055.0
416,11,Pablo,2013,7,F,3,52.0,31.1,12.5,4.4,3.23,12,2,1,3.77,1,1006.9,1055.0
417,11,Pablo,2013,18,F,3,44.2,27.4,16.0,12.4,2.9,12,2,1,3.77,1,1006.9,1055.0
418,11,Pablo,2013,28,M,2,50.2,37.1,13.8,0.0,2.66,12,2,1,3.77,1,1006.9,1055.0
419,11,Pablo,2013,10,F,5,43.9,31.6,17.4,7.1,2.42,12,2,1,3.77,1,1006.9,1055.0
420,11,Pablo,2013,11,M,5,56.7,23.9,17.5,1.9,2.23,12,2,1,3.77,1,1006.9,1055.0
421,11,Pablo,2013,10,M,6,38.3,35.0,17.1,9.6,3.06,12,2,1,3.77,1,1006.9,1055.0
422,11,Pablo,2013,2,M,3,50.3,28.6,19.7,1.4,2.94,12,2,1,3.77,1,1006.9,1055.0
423,11,Pablo,2013,1,F,3,55.6,38.9,10.5,0.0,3.32,12,2,1,3.77,1,1006.9,1055.0
424,11,Pablo,2013,1,F,3,53.9,29.7,16.0,0.4,2.28,12,2,1,3.77,1,1006.9,1055.0
425,11,Pablo,2013,1,M,5,42.3,26.5,22.7,8.5,3.83,12,2,1,3.77,1,1006.9,1055.0
426,11,Pablo,2013,0,M,7,44.6,34.6,18.8,2.0,3.02,12,2,1,3.77,1,1006.9,1055.0
427,11,Pablo,2013,0,M,6,39.8,27.0,20.8,12.4,3.34,12,2,1,3.77,1,1006.9,1055.0
428,11,Pablo,2013,0,M,5,56.4,29.8,18.5,0.0,2.19,12,2,1,3.77,1,1006.9,1055.0
411,11,Pablo,2014,9,M,3,39.9,33.4,13.2,13.5,3.83,12,2,1,3.77,1,1031.1,1006.9
412,11,Pablo,2014,10,F,1,62.6,26.9,15.6,0.0,3.43,12,2,1,3.77,1,1031.1,1006.9
413,11,Pablo,2014,8,F,2,49.2,29.7,13.6,7.5,3.21,12,2,1,3.77,1,1031.1,1006.9
414,11,Pablo,2014,10,F,1,52.9,24.5,12.9,9.7,3.61,12,2,1,3.77,1,1031.1,1006.9
415,11,Pablo,2014,14,F,2,39.6,30.3,14.2,15.9,3.84,12,2,1,3.77,1,1031.1,1006.9
416,11,Pablo,2014,8,F,4,46.0,32.9,18.7,2.4,3.55,12,2,1,3.77,1,1031.1,1006.9
417,11,Pablo,2014,19,F,2,37.5,35.0,15.7,11.8,3.45,12,2,1,3.77,1,1031.1,1006.9
418,11,Pablo,2014,29,M,1,34.2,28.7,9.8,27.3,3.14,12,2,1,3.77,1,1031.1,1006.9
419,11,Pablo,2014,11,F,6,44.7,36.8,16.9,1.6,2.53,12,2,1,3.77,1,1031.1,1006.9
420,11,Pablo,2014,12,M,2,45.7,17.1,17.4,19.8,2.74,12,2,1,3.77,1,1031.1,1006.9
421,11,Pablo,2014,11,M,7,39.0,36.6,15.6,8.8,3.2,12,2,1,3.77,1,1031.1,1006.9
422,11,Pablo,2014,3,M,7,37.5,35.3,14.4,12.8,3.31,12,2,1,3.77,1,1031.1,1006.9
423,11,Pablo,2014,2,F,4,39.5,37.6,17.4,5.5,3.81,12,2,1,3.77,0,1031.1,1006.9
424,11,Pablo,2014,2,F,2,32.7,26.2,15.1,26.0,2.24,12,2,1,3.77,1,1031.1,1006.9
425,11,Pablo,2014,2,M,5,29.9,34.2,22.8,13.1,2.31,12,2,1,3.77,1,1031.1,1006.9
426,11,Pablo,2014,1,M,7,51.7,34.0,5.9,8.4,3.54,12,2,1,3.77,1,1031.1,1006.9
427,11,Pablo,2014,1,M,4,41.7,29.7,20.3,8.3,3.16,12,2,1,3.77,1,1031.1,1006.9
428,11,Pablo,2014,1,M,5,40.1,28.9,22.2,8.8,3.69,12,2,1,3.77,1,1031.1,1006.9
429,11,Pablo,2014,0,F,2,30.9,24.5,7.1,37.5,3.31,12,2,1,3.77,1,1031.1,1006.9
430,11,Pablo,2014,0,M,4,55.3,26.4,9.3,9.0,3.59,12,2,1,3.77,1,1031.1,1006.9
431,11,Pablo,2014,0,M,7,39.6,28.3,11.1,21.0,3.06,12,2,1,3.77,1,1031.1,1006.9
411,11,Pablo,2015,10,M,6,55.4,20.4,15.9,8.3,3.24,12,2,1,3.77,1,1326.7,1031.1
412,11,Pablo,2015,11,F,2,38.4,31.9,16.1,13.6,2.69,12,2,1,3.77,1,1326.7,1031.1
413,11,Pablo,2015,9,F,1,42.7,23.3,16.1,17.9,3.15,12,2,1,3.77,1,1326.7,1031.1
414,11,Pablo,2015,11,F,4,38.8,23.4,17.4,20.4,2.7,12,2,1,3.77,1,1326.7,1031.1
415,11,Pablo,2015,15,F,1,35.7,34.4,23.2,6.7,2.59,12,2,1,3.77,1,1326.7,1031.1
416,11,Pablo,2015,9,F,5,52.7,25.5,22.6,0.0,2.76,12,2,1,3.77,1,1326.7,1031.1
417,11,Pablo,2015,20,F,3,49.3,24.1,10.1,16.5,3.23,12,2,1,3.77,1,1326.7,1031.1
418,11,Pablo,2015,30,M,1,38.9,24.6,15.9,20.6,2.28,12,2,1,3.77,1,1326.7,1031.1
419,11,Pablo,2015,12,F,2,52.2,44.4,16.9,0.0,3.46,12,2,1,3.77,1,1326.7,1031.1
420,11,Pablo,2015,13,M,2,30.9,36.2,17.5,15.4,2.51,12,2,1,3.77,1,1326.7,1031.1
421,11,Pablo,2015,12,M,2,41.2,29.2,16.4,13.2,3.13,12,2,1,3.77,1,1326.7,1031.1
422,11,Pablo,2015,4,M,6,48.1,31.2,12.2,8.5,2.92,12,2,1,3.77,1,1326.7,1031.1
424,11,Pablo,2015,3,F,3,61.7,16.3,18.1,3.9,3.5,12,2,1,3.77,1,1326.7,1031.1
425,11,Pablo,2015,3,M,4,41.7,24.5,15.7,18.1,3.54,12,2,1,3.77,1,1326.7,1031.1
426,11,Pablo,2015,2,M,5,35.9,28.8,14.7,20.6,2.94,12,2,1,3.77,1,1326.7,1031.1
427,11,Pablo,2015,2,M,5,56.4,32.7,16.2,0.0,2.94,12,2,1,3.77,1,1326.7,1031.1
428,11,Pablo,2015,2,M,3,38.6,36.2,15.6,9.6,3.72,12,2,1,3.77,1,1326.7,1031.1
429,11,Pablo,2015,1,F,3,41.3,31.0,14.4,13.3,2.86,12,2,1,3.77,0,1326.7,1031.1
430,11,Pablo,2015,1,M,4,40.8,32.2,9.7,17.3,2.94,12,2,1,3.77,1,1326.7,1031.1
431,11,Pablo,2015,1,M,3,49.1,22.3,10.2,18.4,2.99,12,2,1,3.77,1,1326.7,1031.1
432,11,Pablo,2015,0,F,1,40.7,34.6,23.6,1.1,2.84,12,2,1,3.77,0,1326.7,1031.1
433,11,Pablo,2015,0,F,5,43.0,25.6,17.6,13.8,3.53,12,2,1,3.77,1,1326.7,1031.1
434,11,Pablo,2015,0,F,3,40.7,37.1,13.7,8.5,2.47,12,2,1,3.77,1,1326.7,1031.1
411,11,Pablo,2016,11,M,6,31.1,39.1,16.2,13.6,3.92,13,2,1,3.77,1,1423.5,1326.7
412,11,Pablo,2016,12,F,2,57.3,24.8,11.9,6.0,3.83,13,2,1,3.77,1,1423.5,1326.7
413,11,Pablo,2016,10,F,5,31.7,42.5,12.1,13.7,4.33,13,2,1,3.77,1,1423.5,1326.7
414,11,Pablo,2016,12,F,5,58.6,27.3,15.1,0.0,4.44,13,2,1,3.77,1,1423.5,1326.7
415,11,Pablo,2016,16,F,2,40.7,37.5,15.1,6.7,4.68,13,2,1,3.77,1,1423.5,1326.7
416,11,Pablo,2016,10,F,2,45.7,33.7,16.9,3.7,3.14,13,2,1,3.77,1,1423.5,1326.7
417,11,Pablo,2016,21,F,1,40.8,36.7,15.8,6.7,3.44,13,2,1,3.77,1,1423.5,1326.7
418,11,Pablo,2016,31,M,1,51.8,32.4,16.0,0.0,4.25,13,2,1,3.77,1,1423.5,1326.7
419,11,Pablo,2016,13,F,4,33.8,37.0,11.7,17.5,4.09,13,2,1,3.77,1,1423.5,1326.7
420,11,Pablo,2016,14,M,2,53.9,26.9,10.8,8.4,4.06,13,2,1,3.77,1,1423.5,1326.7
421,11,Pablo,2016,13,M,2,48.0,22.6,13.7,15.7,4.21,13,2,1,3.77,1,1423.5,1326.7
422,11,Pablo,2016,5,M,4,61.0,24.2,17.1,0.0,3.45,13,2,1,3.77,1,1423.5,1326.7
424,11,Pablo,2016,4,F,5,56.4,34.7,13.9,0.0,4.45,13,2,1,3.77,1,1423.5,1326.7
425,11,Pablo,2016,4,M,5,44.4,32.6,10.5,12.5,4.14,13,2,1,3.77,1,1423.5,1326.7
426,11,Pablo,2016,3,M,5,34.9,28.5,16.0,20.6,3.72,13,2,1,3.77,1,1423.5,1326.7
427,11,Pablo,2016,3,M,6,35.8,29.6,16.2,18.4,3.87,13,2,1,3.77,1,1423.5,1326.7
428,11,Pablo,2016,3,M,7,39.6,20.9,23.3,16.2,3.15,13,2,1,3.77,1,1423.5,1326.7
430,11,Pablo,2016,2,M,7,35.2,32.5,16.9,15.4,3.58,13,2,1,3.77,1,1423.5,1326.7
431,11,Pablo,2016,2,M,6,43.0,32.3,10.9,13.8,4.22,13,2,1,3.77,1,1423.5,1326.7
433,11,Pablo,2016,1,F,4,30.9,25.7,16.8,26.6,3.9,13,2,1,3.77,1,1423.5,1326.7
434,11,Pablo,2016,1,F,1,36.3,29.9,13.7,20.1,5.0,13,2,1,3.77,1,1423.5,1326.7
411,11,Pablo,2017,12,M,2,46.2,32.6,16.0,5.2,3.02,13,2,1,3.77,1,870.7,1423.5
412,11,Pablo,2017,13,F,2,46.4,37.5,15.2,0.9,4.48,13,2,1,3.77,1,870.7,1423.5
413,11,Pablo,2017,11,F,5,50.3,28.5,9.5,11.7,3.88,13,2,1,3.77,1,870.7,1423.5
414,11,Pablo,2017,13,F,3,50.8,29.1,11.9,8.2,3.81,13,2,1,3.77,1,870.7,1423.5
415,11,Pablo,2017,17,F,1,43.9,21.9,17.6,16.6,3.11,13,2,1,3.77,1,870.7,1423.5
416,11,Pablo,2017,11,F,5,49.3,32.0,13.7,5.0,4.06,13,2,1,3.77,1,870.7,1423.5
417,11,Pablo,2017,22,F,5,43.7,31.3,11.3,13.7,4.35,13,2,1,3.77,1,870.7,1423.5
418,11,Pablo,2017,32,M,2,46.7,24.1,15.2,14.0,4.08,13,2,1,3.77,1,870.7,1423.5
419,11,Pablo,2017,14,F,1,48.9,25.0,13.6,12.5,4.71,13,2,1,3.77,1,870.7,1423.5
420,11,Pablo,2017,15,M,2,44.5,27.3,24.9,3.3,4.02,13,2,1,3.77,1,870.7,1423.5
421,11,Pablo,2017,14,M,1,49.3,29.8,9.3,11.6,3.99,13,2,1,3.77,1,870.7,1423.5
422,11,Pablo,2017,6,M,3,48.5,29.3,13.9,8.3,4.61,13,2,1,3.77,1,870.7,1423.5
424,11,Pablo,2017,5,F,5,41.3,34.2,8.6,15.9,4.22,13,2,1,3.77,1,870.7,1423.5
425,11,Pablo,2017,5,M,3,48.3,24.7,19.4,7.6,4.18,13,2,1,3.77,1,870.7,1423.5
426,11,Pablo,2017,4,M,5,43.5,39.4,19.6,0.0,4.04,13,2,1,3.77,1,870.7,1423.5
427,11,Pablo,2017,4,M,3,36.8,29.2,8.4,25.6,4.06,13,2,1,3.77,1,870.7,1423.5
428,11,Pablo,2017,4,M,3,39.0,29.6,9.0,22.4,4.64,13,2,1,3.77,1,870.7,1423.5
430,11,Pablo,2017,3,M,6,42.5,21.1,12.4,24.0,4.62,13,2,1,3.77,1,870.7,1423.5
431,11,Pablo,2017,3,M,4,68.4,41.1,15.2,0.0,4.09,13,2,1,3.77,1,870.7,1423.5
433,11,Pablo,2017,2,F,2,52.4,25.7,15.8,6.1,3.93,13,2,1,3.77,1,870.7,1423.5
434,11,Pablo,2017,2,F,5,50.5,37.6,15.4,0.0,4.16,13,2,1,3.77,1,870.7,1423.5
435,11,Pablo,2017,0,F,3,43.7,28.3,16.4,11.6,3.75,13,2,1,3.77,1,870.7,1423.5
436,11,Pablo,2017,0,F,1,39.4,22.8,12.5,25.3,3.06,13,2,1,3.77,1,870.7,1423.5
437,11,Pablo,2017,0,M,3,51.7,24.0,13.2,11.1,4.65,13,2,1,3.77,1,870.7,1423.5
411,11,Pablo,2018,13,M,1,55.2,40.2,10.7,0.0,3.07,13,2,1,3.77,1,1109.6,870.7
412,11,Pablo,2018,14,F,3,53.0,26.8,8.9,11.3,2.66,13,2,1,3.77,1,1109.6,870.7
413,11,Pablo,2018,12,F,3,50.6,24.8,22.4,2.2,2.62,13,2,1,3.77,1,1109.6,870.7
414,11,Pablo,2018,14,F,3,53.0,32.3,16.0,0.0,2.53,13,2,1,3.77,1,1109.6,870.7
415,11,Pablo,2018,18,F,3,55.3,33.4,8.3,3.0,2.92,13,2,1,3.77,1,1109.6,870.7
416,11,Pablo,2018,12,F,1,32.1,33.7,24.8,9.4,1.96,13,2,1,3.77,1,1109.6,870.7
417,11,Pablo,2018,23,F,1,47.4,36.4,14.2,2.0,1.85,13,2,1,3.77,1,1109.6,870.7
418,11,Pablo,2018,33,M,2,55.3,29.0,8.5,7.2,1.61,13,2,1,3.77,1,1109.6,870.7
419,11,Pablo,2018,15,F,3,45.3,27.4,16.4,10.9,2.95,13,2,1,3.77,1,1109.6,870.7
420,11,Pablo,2018,16,M,2,43.3,26.1,11.5,19.1,2.33,13,2,1,3.77,1,1109.6,870.7
421,11,Pablo,2018,15,M,1,49.2,27.8,18.7,4.3,2.55,13,2,1,3.77,1,1109.6,870.7
422,11,Pablo,2018,7,M,6,49.8,30.4,19.3,0.5,2.51,13,2,1,3.77,1,1109.6,870.7
424,11,Pablo,2018,6,F,2,35.6,25.4,24.1,14.9,2.56,13,2,1,3.77,1,1109.6,870.7
425,11,Pablo,2018,6,M,7,42.3,31.7,14.4,11.6,2.48,13,2,1,3.77,1,1109.6,870.7
426,11,Pablo,2018,5,M,7,42.5,29.1,15.5,12.9,2.69,13,2,1,3.77,1,1109.6,870.7
427,11,Pablo,2018,5,M,7,42.4,28.4,19.6,9.6,2.36,13,2,1,3.77,1,1109.6,870.7
428,11,Pablo,2018,5,M,3,43.0,37.7,12.4,6.9,2.81,13,2,1,3.77,1,1109.6,870.7
430,11,Pablo,2018,4,M,7,47.3,23.6,13.9,15.2,2.23,13,2,1,3.77,1,1109.6,870.7
431,11,Pablo,2018,4,M,4,56.0,24.1,14.0,5.9,2.8,13,2,1,3.77,1,1109.6,870.7
433,11,Pablo,2018,3,F,2,44.3,19.9,17.5,18.3,2.05,13,2,1,3.77,1,1109.6,870.7
434,11,Pablo,2018,3,F,1,29.7,42.6,16.0,11.7,2.49,13,2,1,3.77,1,1109.6,870.7
435,11,Pablo,2018,1,F,2,42.9,40.1,14.9,2.1,2.87,13,2,1,3.77,1,1109.6,870.7
436,11,Pablo,2018,1,F,2,45.8,36.7,11.9,5.6,2.86,13,2,1,3.77,1,1109.6,870.7
437,11,Pablo,2018,1,M,7,52.1,32.8,20.1,0.0,2.69,13,2,1,3.77,1,1109.6,870.7
438,11,Pablo,2018,0,F,2,44.1,30.7,15.5,9.7,2.1,13,2,1,3.77,0,1109.6,870.7
439,11,Pablo,2018,0,F,4,37.3,17.8,13.3,31.6,3.25,13,2,1,3.77,1,1109.6,870.7
440,11,Pablo,2018,0,M,6,57.2,34.4,15.9,0.0,2.41,13,2,1,3.77,1,1109.6,870.7
441,11,Pablo,2018,0,F,3,56.3,32.5,12.6,0.0,2.77,13,2,1,3.77,1,1109.6,870.7
411,11,Pablo,2019,14,M,1,45.8,25.7,-0.4,28.9,3.77,13,2,1,3.77,1,1175.9,1109.6
412,11,Pablo,2019,15,F,3,31.4,29.2,24.7,14.7,2.8,13,2,1,3.77,1,1175.9,1109.6
413,11,Pablo,2019,13,F,4,53.6,28.0,15.3,3.1,3.68,13,2,1,3.77,1,1175.9,1109.6
414,11,Pablo,2019,15,F,4,37.4,31.1,8.3,23.2,2.93,13,2,1,3.77,1,1175.9,1109.6
415,11,Pablo,2019,19,F,4,48.7,30.8,16.7,3.8,3.29,13,2,1,3.77,1,1175.9,1109.6
416,11,Pablo,2019,13,F,1,31.0,39.6,11.3,18.1,3.6,13,2,1,3.77,1,1175.9,1109.6
417,11,Pablo,2019,24,F,2,61.5,31.1,18.8,0.0,3.41,13,2,1,3.77,1,1175.9,1109.6
418,11,Pablo,2019,34,M,1,40.5,37.3,16.7,5.5,3.3,13,2,1,3.77,1,1175.9,1109.6
419,11,Pablo,2019,16,F,3,51.9,29.3,13.8,5.0,2.99,13,2,1,3.77,1,1175.9,1109.6
420,11,Pablo,2019,17,M,1,42.3,31.5,13.1,13.1,3.56,13,2,1,3.77,1,1175.9,1109.6
421,11,Pablo,2019,16,M,1,59.9,27.2,17.4,0.0,4.5,13,2,1,3.77,1,1175.9,1109.6
422,11,Pablo,2019,8,M,6,43.9,26.5,19.8,9.8,2.52,13,2,1,3.77,1,1175.9,1109.6
424,11,Pablo,2019,7,F,3,51.0,27.1,15.6,6.3,3.15,13,2,1,3.77,1,1175.9,1109.6
425,11,Pablo,2019,7,M,7,41.7,32.8,13.3,12.2,4.07,13,2,1,3.77,1,1175.9,1109.6
426,11,Pablo,2019,6,M,3,51.4,28.7,15.2,4.7,3.84,13,2,1,3.77,1,1175.9,1109.6
